NRE	1.88226	7.96173
Inactive	0.303878	0.167274
Inactive	0.208775	0.115952
NRE	0.0523808	0.0388426
Inactive	7.83794	6.41052
PRE	1.9423	1.82555
Inactive	2.92765	2.80007
Inactive	9.25057	10.3952
PRE	5.589	4.08084
Inactive	8.22999	5.40086
Inactive	8.4308	5.68193
Inactive	4.97253	4.26765
Inactive	9.71231	5.62358
Inactive	14.5916	8.17937
Inactive	5.02251	11.1819
NRE	9.74977	8.99055
Inactive	2.20859	2.05581
Inactive	0.0122251	0.0207994
Inactive	9.05074	14.4111
Inactive	6.62713	13.9971
NRE	1.33318	5.55118
PRE	0.0949124	7.70894
Inactive	10.2835	13.3323
Inactive	2.97044	2.05335
Inactive	8.0087	5.42302
Inactive	4.3262	3.21274
Inactive	0.0235257	0.0158753
Inactive	4.59624	8.25887
Inactive	2.94266	2.07909
Inactive	2.89292	7.71983
Inactive	0.149365	0.340016
Inactive	4.92534	5.36499
NRE	0.28718	0.189346
Inactive	1.62844	5.57537
NRE	0.08712	0.312117
Inactive	5.08841	13.2579
PRE	4.61407	9.6087
PRE	4.81902	5.56244
Inactive	19.442	12.5473
Inactive	15.9719	22.0237
Inactive	0.220739	10.2836
Inactive	1.57516	7.71721
Inactive	2.27268	7.56399
Inactive	2.445	7.32258
Inactive	0.0652787	0.0680468
PRE	1.83862	1.63974
Inactive	0.29637	0.249187
Inactive	4.06333	13.3193
Inactive	12.2427	7.74704
NRE	6.1762	7.92143
Inactive	4.98099	4.32876
Inactive	3.30265	2.15031
Inactive	5.18737	3.13686
NRE	7.63951	5.05969
Inactive	8.68133	6.83897
PRE	0.206059	0.238652
PRE	0.766009	1.08256
Inactive	0.417637	1.52808
PRE	2.31818	4.11019
NRE	0.24276	0.550599
Inactive	0.53768	2.67467
Inactive	8.36058	8.92456
Inactive	4.58521	9.45244
Inactive	2.80684	2.85497
NRE	2.38165	2.05592
Inactive	7.16613	6.92664
Inactive	4.78294	3.39961
NRE	0.878144	0.764667
Inactive	5.67331	4.13147
Inactive	3.80931	3.49056
Inactive	5.19299	3.81846
Inactive	7.68245	8.26563
PRE	2.07041	11.2138
Inactive	7.78591	11.7085
Inactive	8.70252	13.9322
Inactive	14.1458	8.39103
Inactive	1.75978	2.82148
Inactive	1.5679	4.65377
PRE	4.57573	10.6943
Inactive	8.86566	10.9586
Inactive	4.72528	4.12316
Inactive	6.77173	5.73513
Inactive	6.91896	4.81924
Inactive	1.36775	1.14586
Inactive	3.09648	4.93567
Inactive	7.20959	6.70342
Inactive	3.51168	5.04903
Inactive	4.11189	3.81328
Inactive	4.76231	5.59832
PRE	0.564929	0.451937
Inactive	0.39857	0.242281
Inactive	5.29213	3.70918
Inactive	0.122431	0.154844
Inactive	2.90244	2.62688
Inactive	2.67238	2.21315
PRE	1.43508	2.1229
Inactive	0.0546793	0.0526775
Inactive	0.0528976	0.0390131
Inactive	7.27656	7.69922
Inactive	11.693	15.2732
Inactive	0.113008	6.06615
Inactive	0.0435678	9.52454
NRE	3.60843	3.7097
Inactive	10.5835	8.93083
Inactive	2.53126	4.58484
PRE	4.3424	7.62177
Inactive	0.532317	1.35395
Inactive	9.19231	11.1
Inactive	4.71221	3.95278
Inactive	11.7476	14.4861
Inactive	3.34293	3.22402
Inactive	3.70208	4.65977
Inactive	1.46647	1.68903
Inactive	1.93277	1.22065
Inactive	13.9629	22.4479
Inactive	8.30256	5.26482
Inactive	3.62578	6.66807
NRE	6.10771	4.0631
NRE	4.72898	11.7188
Inactive	6.98314	13.068
Inactive	6.63648	12.001
PRE	2.07216	1.76119
PRE	6.11742	5.99197
PRE	0.326123	0.921223
PRE	2.01724	8.19421
Inactive	0.275527	0.191825
NRE	3.94857	4.31514
Inactive	2.27004	1.96684
NRE	0.789366	1.42133
Inactive	21.629	33.3403
NRE	9.98887	8.57854
NRE	1.19672	8.9076
NRE	3.04046	7.77133
Inactive	11.5094	13.2695
Inactive	20.3459	13.2376
Inactive	0.0235576	0.0252038
Inactive	1.40358	2.01289
Inactive	0.000361882	0.000572836
NRE	7.09282	7.63754
Inactive	0.682704	5.20631
NRE	4.8908	3.67008
Inactive	0.0241618	0.0361574
Inactive	0.157913	4.84406
Inactive	6.39026	8.30656
Inactive	3.29298	20.5039
Inactive	17.2279	23.2002
NRE	5.82394	4.20706
Inactive	0.0599507	0.049415
Inactive	5.67082	12.5068
NRE	2.38319	7.84726
Inactive	14.3145	27.129
Inactive	4.84466	15.7916
NRE	3.67285	14.5048
Inactive	4.90801	8.89835
Inactive	4.45977	15.9059
PRE	16.1102	33.4549
Inactive	2.05717	4.51428
Inactive	0.14779	1.56185
NRE	0.019634	0.0316485
NRE	1.75928	2.93857
Inactive	0.0901356	0.0936467
Inactive	2.27721	1.14092
Inactive	1.84939	1.46131
Inactive	1.13142	0.864129
Inactive	5.02184	12.1043
Inactive	0.155878	1.58053
Inactive	0.0880881	0.0855961
Inactive	1.74039	12.4947
Inactive	0.481085	11.8167
Inactive	0.958842	5.14658
NRE	1.46398	1.77967
Inactive	1.99946	1.24309
Inactive	3.30451	8.39131
Inactive	12.9138	8.14845
Inactive	13.7071	8.28129
Inactive	8.19204	6.58079
Inactive	10.4019	7.26652
Inactive	6.83263	11.722
Inactive	1.85695	4.51598
Inactive	5.14078	7.09893
Inactive	6.2204	5.91461
Inactive	12.7215	9.85442
Inactive	2.8805	10.2733
Inactive	1.17605	7.6596
Inactive	1.96823	7.79537
Inactive	4.95332	11.0218
Inactive	0.847254	7.55677
PRE	0.0862867	0.616149
Inactive	7.53397	5.99598
PRE	9.47248	12.6683
Inactive	4.18614	11.2116
Inactive	0.3079	12.4743
Inactive	1.87262	7.68559
Inactive	1.64404	6.99551
NRE	1.63268	6.98256
Inactive	11.0962	19.543
Inactive	3.79257	9.64979
Inactive	6.69649	3.51918
Inactive	4.25367	3.50654
Inactive	1.67421	1.45194
Inactive	13.6339	7.89931
Inactive	2.32328	1.73319
Inactive	0.464567	0.486785
Inactive	0.549669	0.55361
Inactive	4.29681	3.01896
Inactive	22.3182	11.69
Inactive	5.91274	4.48138
Inactive	19.0122	14.1621
Inactive	4.47317	3.32415
Inactive	2.66333	2.40984
Inactive	0.997897	1.87232
Inactive	2.79706	2.65648
Inactive	1.51928	1.19646
Inactive	2.98058	2.724
Inactive	5.85663	5.54243
Inactive	2.87053	6.56614
Inactive	0.0736766	0.0757897
Inactive	2.03985	1.74659
Inactive	1.68541	5.45998
Inactive	1.45496	1.61507
Inactive	0.911607	1.66445
Inactive	0.662929	1.72118
Inactive	1.02079	1.20418
NRE	4.96869	6.83528
Inactive	11.4798	19.7597
Inactive	13.3467	20.0548
PRE	11.8579	20.0233
NRE	42.0875	32.157
Inactive	6.45849	14.8091
Inactive	11.5152	14.6288
Inactive	11.6572	14.5226
Inactive	7.61848	8.67343
Inactive	14.7143	9.1231
Inactive	11.1792	14.5843
Inactive	8.192	6.58416
Inactive	7.24419	12.3456
Inactive	19.6	13.4947
Inactive	5.30287	6.57081
Inactive	7.57099	7.23117
Inactive	11.7786	10.1722
Inactive	0.125822	0.139367
Inactive	0.103592	7.50415
Inactive	4.95642	4.03714
Inactive	1.7621	8.43282
Inactive	3.50249	5.85708
PRE	5.71317	9.794
Inactive	12.5181	8.31443
Inactive	3.04657	6.466
PRE	7.19529	5.81204
Inactive	2.17382	1.92584
Inactive	3.45592	3.35654
Inactive	0.192409	0.832561
Inactive	0.140154	3.16887
Inactive	0.140154	3.16887
Inactive	13.6231	8.43269
Inactive	5.11377	4.20404
Inactive	11.5028	10.3888
Inactive	3.7109	5.23051
PRE	12.6779	9.22615
PRE	2.20751	2.89718
Inactive	1.99948	1.95737
Inactive	5.01143	4.28095
Inactive	0.907181	1.95451
Inactive	2.3711	4.98608
Inactive	1.41456	8.06878
PRE	5.04415	6.87649
PRE	6.84438	7.35198
NRE	3.9195	3.56552
NRE	0.432268	0.625233
Inactive	0.926659	1.98405
Inactive	0.0530484	0.0910011
Inactive	2.84741	4.01172
Inactive	0.53324	0.817526
Inactive	3.84643	3.39229
Inactive	4.82239	4.09334
Inactive	6.02439	5.15834
Inactive	2.83152	2.49636
NRE	0.302048	0.275261
PRE	5.21434	4.83682
Inactive	2.26434	1.60859
Inactive	5.01914	2.79197
Inactive	16.9068	9.09096
NRE	3.05967	2.61159
Inactive	1.57059	1.32162
Inactive	0.224928	0.176467
Inactive	3.18644	3.21609
Inactive	3.52507	3.46061
Inactive	1.29888	2.00259
Inactive	0.468928	0.96063
PRE	2.54412	2.82984
Inactive	6.31458	5.81282
Inactive	3.56314	5.01933
Inactive	2.7771	5.16507
Inactive	0.00185248	0.00199271
Inactive	0.0982679	0.0508929
NRE	2.28841	2.63442
Inactive	4.6167	6.31139
